,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3,stimulant,depressant,Continent
203,Europe,South-Eastern Europe,North Macedonia,1.13,,,2015.0,15-64,ESPAD/UNODC Estimate,SS,Cannabis,0.68,1.58,MKD,,1.13,Europe
204,Europe,South-Eastern Europe,North Macedonia,0.63,,,2008.0,15-64,ESPAD,SS,Cannabis,0.46,2.38,MKD,,0.63,Europe
205,Europe,South-Eastern Europe,Romania,3.5,4.8,2.1,2019.0,15-64,ARQ,HHS,Cannabis,,,ROU,,3.5,Europe
206,Europe,South-Eastern Europe,Romania,3.2,4.3,2.0,2016.0,15-64,ARQ,HHS,Cannabis,,,ROU,,3.2,Europe
207,Europe,South-Eastern Europe,Romania,2.0,2.3,1.8,2013.0,15-64,ARQ,HHS,Cannabis,,,ROU,,2.0,Europe
208,Europe,South-Eastern Europe,Romania,0.3,,,2010.0,15-64,ARQ,HHS,Cannabis,,,ROU,,0.3,Europe
209,Europe,South-Eastern Europe,Romania,0.4,,,2007.0,15-64,ARQ ,HHS ,Cannabis,,,ROU,,0.4,Europe
210,Europe,South-Eastern Europe,Serbia,2.0,2.8,1.2,2018.0,15-64,ARQ,HHS,Cannabis,,,SRB,,2.0,Europe
211,Europe,South-Eastern Europe,Serbia,1.6,2.5,0.6,2014.0,18-64,Government source,HHS,Cannabis,,,SRB,,1.6,Europe
212,Europe,South-Eastern Europe,Serbia,4.07,,,2006.0,15-64,Government source,HHS,Cannabis,2.75,5.39,SRB,,4.07,Europe
213,Europe,South-Eastern Europe,Türkiye,1.11,2.22,0.09,2018.0,15-64,ARQ,HHS,Cannabis,,,TUR,,1.11,Asia
214,Europe,South-Eastern Europe,Türkiye,1.11,2.22,0.09,2017.0,15-64,EMCDDA,HHS,Cannabis,,,TUR,,1.11,Asia
215,Europe,South-Eastern Europe,Türkiye,0.3,0.5,0.1,2011.0,15-64,EMCDDA,HHS,Cannabis,,,TUR,,0.3,Asia
216,Europe,South-Eastern Europe,Türkiye,1.9,,,2003.0,15-64,UNODC Estimate,,Cannabis,,,TUR,,1.9,Asia
217,Europe,Western and Central Europe,Austria,6.3,,,2020.0,15-64,Government source,HHS,Cannabis,5.62,7.04,AUT,,6.3,Europe
218,Europe,Western and Central Europe,Austria,6.4,7.2,5.6,2015.0,15-64,Government source,HHS,Cannabis,5.5,7.2,AUT,,6.4,Europe
219,Europe,Western and Central Europe,Austria,3.5,,,2008.0,15-64,ARQ,HHS,Cannabis,,,AUT,,3.5,Europe
220,Europe,Western and Central Europe,Austria,7.5,,,2004.0,15-64,EMCDDA ,HHS ,Cannabis,,,AUT,,7.5,Europe
221,Europe,Western and Central Europe,Belgium,7.0,10.4,3.7,2018.0,15-64,ARQ,HHS,Cannabis,,,BEL,,7.0,Europe
222,Europe,Western and Central Europe,Belgium,4.6,6.3,2.9,2013.0,15-64,ARQ,HHS,Cannabis,,,BEL,,4.6,Europe
223,Europe,Western and Central Europe,Belgium,5.1,7.2,3.2,2008.0,15-64,ARQ,HHS,Cannabis,,,BEL,,5.1,Europe
224,Europe,Western and Central Europe,Belgium,5.0,6.9,3.2,2004.0,15-64,EMCDDA/Government source,HHS ,Cannabis,,,BEL,,5.0,Europe
225,Europe,Western and Central Europe,Cyprus,4.0,6.4,1.7,2019.0,15-64,ARQ,HHS,Cannabis,,,CYP,,4.0,Europe
226,Europe,Western and Central Europe,Cyprus,2.2,3.5,0.9,2016.0,15-64,ARQ,HHS,Cannabis,,,CYP,,2.2,Europe
227,Europe,Western and Central Europe,Cyprus,2.2,3.5,1.0,2012.0,15-64,ARQ,HHS,Cannabis,,,CYP,,2.2,Europe
228,Europe,Western and Central Europe,Cyprus,4.4,7.3,1.5,2009.0,15-64,ARQ,HHS,Cannabis,,,CYP,,4.4,Europe
229,Europe,Western and Central Europe,Cyprus,2.1,3.7,0.6,2006.0,15-65,ARQ ,,Cannabis,,,CYP,,2.1,Europe
230,Europe,Western and Central Europe,Czechia,9.4,14.6,4.2,2019.0,15-64,ARQ,HHS,Cannabis,,,CZE,,9.4,Europe
231,Europe,Western and Central Europe,Czechia,7.9,10.0,5.8,2018.0,15-64,ARQ,HHS,Cannabis,,,CZE,,7.9,Europe
232,Europe,Western and Central Europe,Czechia,8.9,11.9,5.9,2017.0,15-64,EMCDDA,HHS,Cannabis,,,CZE,,8.9,Europe
233,Europe,Western and Central Europe,Czechia,9.5,14.2,5.0,2016.0,15-64,ARQ,HHS,Cannabis,,,CZE,,9.5,Europe
234,Europe,Western and Central Europe,Czechia,9.4,13.4,5.3,2015.0,15-64,ARQ,HHS,Cannabis,,,CZE,,9.4,Europe
235,Europe,Western and Central Europe,Czechia,11.4,15.4,7.3,2014.0,15-64,ARQ,HHS,Cannabis,,,CZE,,11.4,Europe
236,Europe,Western and Central Europe,Czechia,8.9,13.2,5.3,2013.0,15-64,ARQ,HHS,Cannabis,,,CZE,,8.9,Europe
237,Europe,Western and Central Europe,Czechia,9.2,13.1,5.3,2012.0,15-64,ARQ,HHS,Cannabis,,,CZE,,9.2,Europe
238,Europe,Western and Central Europe,Czechia,9.7,,,2010.0,15-64,ARQ,HHS,Cannabis,,,CZE,,9.7,Europe
239,Europe,Western and Central Europe,Czechia,15.2,,,2008.0,15-64,Government source ,HHS ,Cannabis,,,CZE,,15.2,Europe
240,Europe,Western and Central Europe,Denmark,6.4,8.7,4.6,2017.0,16-64,ARQ,HHS,Cannabis,,,DNK,,6.4,Europe
241,Europe,Western and Central Europe,Denmark,6.9,9.2,5.1,2013.0,16-64,ARQ,HHS,Cannabis,,,DNK,,6.9,Europe
242,Europe,Western and Central Europe,Denmark,5.4,,,2010.0,16-64,ARQ,HHS,Cannabis,,,DNK,,5.4,Europe
243,Europe,Western and Central Europe,Denmark,5.5,,,2008.0,16-64,ARQ ,HHS ,Cannabis,,,DNK,,5.5,Europe
244,Europe,Western and Central Europe,Estonia,6.59,9.2,4.81,2018.0,16-64,ARQ,HHS,Cannabis,,,EST,,6.59,Europe
245,Europe,Western and Central Europe,Estonia,6.0,8.3,3.8,2008.0,15-64,ARQ,HHS,Cannabis,,,EST,,6.0,Europe
246,Europe,Western and Central Europe,Estonia,4.6,,,2003.0,15-64,ARQ ,HHS ,Cannabis,,,EST,,4.6,Europe
247,Europe,Western and Central Europe,Finland,8.2,11.2,5.2,2018.0,15-64,ARQ,HHS,Cannabis,,,FIN,,8.2,Europe
248,Europe,Western and Central Europe,Finland,6.8,9.2,4.3,2014.0,15-64,ARQ,HHS,Cannabis,,,FIN,,6.8,Europe
249,Europe,Western and Central Europe,Finland,4.6,5.8,3.3,2010.0,15-64,ARQ,HHS,Cannabis,,,FIN,,4.6,Europe
250,Europe,Western and Central Europe,Finland,3.6,,,2006.0,15-64,ARQ ,HHS ,Cannabis,,,FIN,,3.6,Europe
251,Europe,Western and Central Europe,France,11.0,15.1,7.1,2017.0,18-64,EMCDDA,HHS,Cannabis,,,FRA,,11.0,Europe
252,Europe,Western and Central Europe,France,11.1,15.2,7.1,2016.0,18-64,EMCDDA,HHS,Cannabis,,,FRA,,11.1,Europe
253,Europe,Western and Central Europe,France,11.1,15.0,7.4,2014.0,15-64,ARQ,HHS,Cannabis,,,FRA,,11.1,Europe
254,Europe,Western and Central Europe,France,8.4,11.8,5.2,2010.0,15-64,ARQ,HHS,Cannabis,,,FRA,,8.4,Europe
255,Europe,Western and Central Europe,France,8.6,,,2005.0,15-64,ARQ ,,Cannabis,,,FRA,,8.6,Europe
256,Europe,Western and Central Europe,Germany,7.09,8.87,5.25,2018.0,18-64,ARQ,HHS,Cannabis,,,DEU,,7.09,Europe
257,Europe,Western and Central Europe,Germany,6.1,7.4,4.9,2015.0,18-64,ARQ/Academic,HHS,Cannabis,5.6,6.7,DEU,,6.1,Europe
258,Europe,Western and Central Europe,Germany,4.5,6.0,3.0,2012.0,18-64,ARQ,HHS,Cannabis,,,DEU,,4.5,Europe
259,Europe,Western and Central Europe,Germany,4.8,6.4,3.1,2009.0,18-64,ARQ,HHS,Cannabis,,,DEU,,4.8,Europe
260,Europe,Western and Central Europe,Germany,4.7,,,2007.0,18-64,Government source ,HHS ,Cannabis,,,DEU,,4.7,Europe
261,Europe,Western and Central Europe,Greece,2.8,4.1,1.6,2015.0,18-64,ARQ,HHS,Cannabis,,,GRC,,2.8,Europe
262,Europe,Western and Central Europe,Greece,1.7,2.5,0.9,2004.0,15-64,EMCDDA,,Cannabis,,,GRC,,1.7,Europe
263,Europe,Western and Central Europe,Hungary,1.3,2.0,0.6,2019.0,18-64,ARQ,HHS,Cannabis,,,HUN,,1.3,Europe
264,Europe,Western and Central Europe,Hungary,1.53,2.46,0.81,2015.0,18-64,ARQ,HHS,Cannabis,,,HUN,,1.53,Europe
265,Europe,Western and Central Europe,Hungary,2.3,,,2007.0,18-64,ARQ,HHS,Cannabis,1.7,2.9,HUN,,2.3,Europe
266,Europe,Western and Central Europe,Iceland,5.8,7.4,4.2,2017.0,18-64,ARQ,HHS,Cannabis,,,ISL,,5.8,Europe
267,Europe,Western and Central Europe,Iceland,6.6,,,2012.0,18-67,ARQ/Government,HHS,Cannabis,,,ISL,,6.6,Europe
268,Europe,Western and Central Europe,Iceland,3.4,,,2011.0,15-64,ESPAD,SS,Cannabis,1.67,5.16,ISL,,3.4,Europe
269,Europe,Western and Central Europe,Iceland,3.37,,,2007.0,15-64,ESPAD ,SS ,Cannabis,3.21,3.53,ISL,,3.37,Europe
270,Europe,Western and Central Europe,Ireland,7.1,9.9,4.4,2019.0,15-64,ARQ,HHS,Cannabis,,,IRL,,7.1,Europe
271,Europe,Western and Central Europe,Ireland,7.7,11.2,4.3,2015.0,15-64,ARQ,HHS,Cannabis,,,IRL,,7.7,Europe
272,Europe,Western and Central Europe,Ireland,6.0,9.1,2.9,2011.0,15-64,ARQ,HHS,Cannabis,,,IRL,,6.0,Europe
273,Europe,Western and Central Europe,Ireland,6.3,,,2007.0,15-64,Government source ,HHS ,Cannabis,,,IRL,,6.3,Europe
274,Europe,Western and Central Europe,Italy,10.21,12.6,7.83,2017.0,15-64,ARQ,HHS,Cannabis,,,ITA,,10.21,Europe
275,Europe,Western and Central Europe,Italy,9.2,11.9,6.6,2013.0,15-64,ARQ,HHS,Cannabis,,,ITA,,9.2,Europe
276,Europe,Western and Central Europe,Italy,4.0,5.19,3.0,2012.0,15-64,ARQ,HHS,Cannabis,,,ITA,,4.0,Europe
277,Europe,Western and Central Europe,Italy,14.6,,,2008.0,15-64,Government source,HHS,Cannabis,,,ITA,,14.6,Europe
278,Europe,Western and Central Europe,Italy,11.2,,,2005.0,15-65,EMCDDA ,HHS ,Cannabis,,,ITA,,11.2,Europe
279,Europe,Western and Central Europe,Latvia,3.9,6.1,1.8,2020.0,15-64,ARQ,HHS,Cannabis,,,LVA,,3.9,Europe
280,Europe,Western and Central Europe,Latvia,4.2,6.9,1.7,2015.0,15-64,ARQ,HHS,Cannabis,,,LVA,,4.2,Europe
281,Europe,Western and Central Europe,Latvia,4.0,5.7,2.4,2011.0,15-64,ARQ,HHS,Cannabis,,,LVA,,4.0,Europe
282,Europe,Western and Central Europe,Latvia,4.9,,,2007.0,15-64,ARQ ,,Cannabis,,,LVA,,4.9,Europe
283,Europe,Western and Central Europe,Lithuania,2.7,4.6,1.0,2016.0,15-64,ARQ,HHS,Cannabis,,,LTU,,2.7,Europe
284,Europe,Western and Central Europe,Lithuania,2.3,3.6,1.0,2012.0,15-64,ARQ,HHS,Cannabis,,,LTU,,2.3,Europe
285,Europe,Western and Central Europe,Lithuania,5.6,,,2008.0,15-64,ARQ,HHS,Cannabis,,,LTU,,5.6,Europe
286,Europe,Western and Central Europe,Lithuania,2.2,,,2004.0,15-64,ARQ ,,Cannabis,,,LTU,,2.2,Europe
287,Europe,Western and Central Europe,Luxembourg,5.4,7.0,4.0,2019.0,15-64,ARQ,HHS,Cannabis,,,LUX,,5.4,Europe
288,Europe,Western and Central Europe,Luxembourg,4.9,6.6,3.5,2014.0,15-64,ARQ/EMCDDA,HHS,Cannabis,,,LUX,,4.9,Europe
289,Europe,Western and Central Europe,Luxembourg,5.2,,,2010.0,15-64,ARQ,SS,Cannabis,3.2,7.1,LUX,,5.2,Europe
290,Europe,Western and Central Europe,Luxembourg,6.6,,,2006.0,15-64,ARQ,SS,Cannabis,4.5,8.66,LUX,,6.6,Europe
291,Europe,Western and Central Europe,Luxembourg,7.6,,,2003.0,15-64,UNODC Estimate ,,Cannabis,,,LUX,,7.6,Europe
292,Europe,Western and Central Europe,Malta,0.9,,,2013.0,15-64,ARQ,HHS,Cannabis,,,MLT,,0.9,Europe
293,Europe,Western and Central Europe,Malta,3.1,,,2011.0,15-64,ESPAD,SS,Cannabis,1.39,4.82,MLT,,3.1,Europe
294,Europe,Western and Central Europe,Malta,4.51,,,2007.0,15-64,ESPAD ,SS ,Cannabis,4.42,4.6,MLT,,4.51,Europe
295,Europe,Western and Central Europe,Monaco,10.47,,,2017.0,18-64,ESPAD/UNODC Estimate,SS,Cannabis,,,MCO,,10.47,Europe
296,Europe,Western and Central Europe,Netherlands,10.1,12.9,7.3,2020.0,15-64,ARQ,HHS,Cannabis,,,NLD,,10.1,Europe
297,Europe,Western and Central Europe,Netherlands,9.3,12.1,6.4,2019.0,15-64,EMCDDA,HHS,Cannabis,,,NLD,,9.3,Europe
298,Europe,Western and Central Europe,Netherlands,9.6,13.9,6.3,2018.0,15-64,EMCDDA,HHS,Cannabis,,,NLD,,9.6,Europe
299,Europe,Western and Central Europe,Netherlands,9.2,12.3,6.2,2017.0,15-64,EMCDDA,HHS,Cannabis,8.5,9.9,NLD,,9.2,Europe
300,Europe,Western and Central Europe,Netherlands,8.4,11.0,5.7,2016.0,15-64,EMCDDA,HHS,Cannabis,,,NLD,,8.4,Europe
301,Europe,Western and Central Europe,Netherlands,8.7,11.6,5.7,2015.0,15-64,EMCDDA,HHS,Cannabis,,,NLD,,8.7,Europe
302,Europe,Western and Central Europe,Netherlands,8.0,10.5,5.4,2014.0,15-64,ARQ,HHS,Cannabis,,,NLD,,8.0,Europe
303,Europe,Western and Central Europe,Netherlands,7.0,,,2009.0,15-64,ARQ,,Cannabis,,,NLD,,7.0,Europe
304,Europe,Western and Central Europe,Netherlands,5.4,,,2005.0,15-64,ARQ ,,Cannabis,,,NLD,,5.4,Europe
305,Europe,Western and Central Europe,Norway,4.3,5.8,2.8,2020.0,16-64,ARQ,HHS,Cannabis,,,NOR,,4.3,Europe
306,Europe,Western and Central Europe,Norway,5.1,7.1,3.0,2019.0,16-64,ARQ,HHS,Cannabis,,,NOR,,5.1,Europe
307,Europe,Western and Central Europe,Norway,5.4,7.0,3.7,2018.0,16-64,ARQ,HHS,Cannabis,,,NOR,,5.4,Europe
308,Europe,Western and Central Europe,Norway,5.3,7.0,3.4,2017.0,16-64,ARQ,HHS,Cannabis,,,NOR,,5.3,Europe
309,Europe,Western and Central Europe,Norway,3.9,5.1,2.6,2016.0,16-64,ARQ,HHS,Cannabis,,,NOR,,3.9,Europe
310,Europe,Western and Central Europe,Norway,4.2,5.5,2.9,2015.0,16-64,ARQ,HHS,Cannabis,,,NOR,,4.2,Europe
311,Europe,Western and Central Europe,Norway,4.2,6.0,2.3,2014.0,16-64,ARQ,HHS,Cannabis,,,NOR,,4.2,Europe
312,Europe,Western and Central Europe,Norway,5.1,7.2,2.8,2013.0,16-64,ARQ,HHS,Cannabis,,,NOR,,5.1,Europe
313,Europe,Western and Central Europe,Norway,3.8,,,2009.0,15-64,ARQ,HHS,Cannabis,,,NOR,,3.8,Europe
314,Europe,Western and Central Europe,Norway,4.6,,,2004.0,15-64,ARQ ,,Cannabis,,,NOR,,4.6,Europe
315,Europe,Western and Central Europe,Poland,3.8,5.0,2.6,2019.0,15-64,ARQ,HHS,Cannabis,,,POL,,3.8,Europe
316,Europe,Western and Central Europe,Poland,2.4,3.2,1.7,2016.0,15-64,ARQ,HHS,Cannabis,,,POL,,2.4,Europe
317,Europe,Western and Central Europe,Poland,4.6,7.8,1.7,2014.0,15-64,ARQ,HHS,Cannabis,,,POL,,4.6,Europe
318,Europe,Western and Central Europe,Poland,3.8,6.0,1.7,2012.0,15-64,ARQ,HHS,Cannabis,,,POL,,3.8,Europe
319,Europe,Western and Central Europe,Poland,9.6,,,2010.0,15-64,ARQ,HHS,Cannabis,,,POL,,9.6,Europe
320,Europe,Western and Central Europe,Poland,2.7,,,2006.0,15-64,ARQ ,HHS ,Cannabis,,,POL,,2.7,Europe
321,Europe,Western and Central Europe,Portugal,5.1,7.3,3.1,2017.0,15-64,ARQ,HHS,Cannabis,,,PRT,,5.1,Europe
322,Europe,Western and Central Europe,Portugal,2.7,4.1,1.3,2012.0,15-64,ARQ,HHS,Cannabis,,,PRT,,2.7,Europe
323,Europe,Western and Central Europe,Portugal,3.6,,,2007.0,15-64,ARQ,HHS,Cannabis,,,PRT,,3.6,Europe
324,Europe,Western and Central Europe,Slovakia,3.8,5.9,1.7,2019.0,15-64,ARQ,HHS,Cannabis,,,SVK,,3.8,Europe
325,Europe,Western and Central Europe,Slovakia,4.3,7.0,1.7,2015.0,15-64,ARQ,HHS,Cannabis,,,SVK,,4.3,Europe
326,Europe,Western and Central Europe,Slovakia,3.63,,,2010.0,15-64,EMCDDA,HHS,Cannabis,,,SVK,,3.63,Europe
327,Europe,Western and Central Europe,Slovakia,6.9,,,2006.0,15-64,ARQ,HHS,Cannabis,,,SVK,,6.9,Europe
328,Europe,Western and Central Europe,Slovenia,5.9,7.8,3.8,2018.0,15-64,EMCDDA,HHS,Cannabis,5.4,6.4,SVN,,5.9,Europe
329,Europe,Western and Central Europe,Slovenia,4.4,5.9,2.8,2012.0,15-64,ARQ,HHS,Cannabis,,,SVN,,4.4,Europe
330,Europe,Western and Central Europe,Slovenia,3.1,,,2007.0,15-64,EMCDDA,HHS,Cannabis,,,SVN,,3.1,Europe
331,Europe,Western and Central Europe,Spain,10.5,14.6,6.3,2020.0,15-64,ARQ,HHS,Cannabis,,,ESP,,10.5,Europe
332,Europe,Western and Central Europe,Spain,11.0,15.4,6.6,2017.0,15-64,EMCDDA,HHS,Cannabis,10.6,11.4,ESP,,11.0,Europe
333,Europe,Western and Central Europe,Spain,9.5,13.3,5.6,2015.0,15-64,ARQ,HHS,Cannabis,,,ESP,,9.5,Europe
334,Europe,Western and Central Europe,Spain,9.2,12.9,5.4,2013.0,15-64,ARQ,HHS,Cannabis,,,ESP,,9.2,Europe
335,Europe,Western and Central Europe,Spain,9.6,13.6,5.5,2011.0,15-64,ARQ,HHS,Cannabis,,,ESP,,9.6,Europe
336,Europe,Western and Central Europe,Spain,10.6,14.8,6.2,2009.0,15-64,ARQ ,HHS ,Cannabis,,,ESP,,10.6,Europe
337,Europe,Western and Central Europe,Sweden,3.8,5.0,2.5,2020.0,16-64,ARQ,HHS,Cannabis,,,SWE,,3.8,Europe
338,Europe,Western and Central Europe,Sweden,3.9,5.2,2.4,2018.0,16-64,ARQ,HHS,Cannabis,,,SWE,,3.9,Europe
339,Europe,Western and Central Europe,Sweden,3.4,4.1,2.6,2016.0,16-64,ARQ,HHS,Cannabis,,,SWE,,3.4,Europe
340,Europe,Western and Central Europe,Sweden,3.2,4.1,2.3,2015.0,16-64,ARQ,HHS,Cannabis,,,SWE,,3.2,Europe
341,Europe,Western and Central Europe,Sweden,2.88,4.1,1.63,2014.0,15-64,ARQ,HHS,Cannabis,,,SWE,,2.88,Europe
342,Europe,Western and Central Europe,Sweden,3.16,4.35,1.86,2013.0,17-64,ARQ,HHS,Cannabis,,,SWE,,3.16,Europe
343,Europe,Western and Central Europe,Sweden,3.0,,,2012.0,16-64,ARQ,HHS,Cannabis,,,SWE,,3.0,Europe
344,Europe,Western and Central Europe,Sweden,2.61,,,2011.0,16-64,ARQ,HHS,Cannabis,,,SWE,,2.61,Europe
345,Europe,Western and Central Europe,Sweden,2.8,,,2010.0,16-64,ARQ ,HHS ,Cannabis,,,SWE,,2.8,Europe
346,Europe,Western and Central Europe,Switzerland,9.09,,,2016.0,15-64,Government source,HHS,Cannabis,,,CHE,,9.09,Europe
347,Europe,Western and Central Europe,Switzerland,8.09,,,2015.0,15-64,ARQ,HHS,Cannabis,,,CHE,,8.09,Europe
348,Europe,Western and Central Europe,Switzerland,6.7,9.3,4.2,2014.0,15-64,ARQ,HHS,Cannabis,,,CHE,,6.7,Europe
349,Europe,Western and Central Europe,Switzerland,5.7,7.8,3.7,2013.0,15-64,ARQ,HHS,Cannabis,,,CHE,,5.7,Europe
350,Europe,Western and Central Europe,Switzerland,6.3,,,2012.0,15+,ARQ,HHS,Cannabis,,,CHE,,6.3,Europe
351,Europe,Western and Central Europe,Switzerland,5.1,,,2011.0,15-64,ARQ,HHS,Cannabis,,,CHE,,5.1,Europe
352,Europe,Western and Central Europe,Switzerland,3.4,,,2008.0,15-64,ARQ ,HHS ,Cannabis,,,CHE,,3.4,Europe
353,Europe,Western and Central Europe,United Kingdom (England and Wales),7.15,9.07,5.26,2019.0,16-64,ARQ,HHS,Cannabis,,,GBR,,7.15,Europe
354,Europe,Western and Central Europe,United Kingdom (England and Wales),7.6,10.28,5.0,2018.0,16-59,Government source,HHS,Cannabis,,,GBR,,7.6,Europe
355,Europe,Western and Central Europe,United Kingdom (England and Wales),7.18,9.55,4.82,2017.0,16-59,Government source,HHS,Cannabis,,,GBR,,7.18,Europe
356,Europe,Western and Central Europe,United Kingdom (England and Wales),6.6,8.99,4.23,2016.0,16-59,Government source,HHS,Cannabis,,,GBR,,6.6,Europe
357,Europe,Western and Central Europe,United Kingdom (England and Wales),6.47,9.14,3.85,2015.0,16-59,Government source,HHS,Cannabis,,,GBR,,6.47,Europe
358,Europe,Western and Central Europe,United Kingdom (England and Wales),6.69,9.43,4.02,2014.0,16-59,Government source,HHS,Cannabis,,,GBR,,6.69,Europe
359,Europe,Western and Central Europe,United Kingdom (England and Wales),6.59,9.11,4.1,2013.0,16-59,Government source,HHS,Cannabis,,,GBR,,6.59,Europe
360,Europe,Western and Central Europe,United Kingdom (England and Wales),6.29,8.51,4.08,2012.0,16-59,Government source,HHS,Cannabis,,,GBR,,6.29,Europe
361,Europe,Western and Central Europe,United Kingdom (England and Wales),6.8,9.53,4.1,2011.0,16-59,Government source,HHS,Cannabis,,,GBR,,6.8,Europe
362,Europe,Western and Central Europe,United Kingdom (England and Wales),6.7,9.15,4.29,2010.0,16-59,Government source ,HHS ,Cannabis,,,GBR,,6.7,Europe
363,Europe,Western and Central Europe,United Kingdom (Northern Ireland),4.6,,,2014.0,15-64,Government source,HHS,Cannabis,,,GBR,,4.6,Europe
364,Europe,Western and Central Europe,United Kingdom (Northern Ireland),5.1,,,2011.0,15-64,Government source,HHS,Cannabis,,,GBR,,5.1,Europe
365,Europe,Western and Central Europe,United Kingdom (Northern Ireland),7.2,,,2006.0,15-64,Government source ,HHS ,Cannabis,,,GBR,,7.2,Europe
366,Europe,Western and Central Europe,United Kingdom (Scotland),6.29,9.0,3.68,2014.0,16-64,Government source,HHS,Cannabis,,,GBR,,6.29,Europe
367,Europe,Western and Central Europe,United Kingdom (Scotland),6.5,9.5,3.6,2013.0,16-64,Government source,HHS,Cannabis,,,GBR,,6.5,Europe
368,Europe,Western and Central Europe,United Kingdom (Scotland),7.0,,,2011.0,16-64,Government source,HHS,Cannabis,,,GBR,,7.0,Europe
369,Europe,Western and Central Europe,United Kingdom (Scotland),7.6,,,2010.0,16-64,Government source ,HHS ,Cannabis,,,GBR,,7.6,Europe
370,Oceania,Australia and New Zealand,Australia,11.6,14.7,8.6,2019.0,14+,ARQ,HHS,Cannabis,,,AUS,,11.6,Oceania
371,Oceania,Australia and New Zealand,Australia,10.4,13.1,7.9,2016.0,14+,ARQ,HHS,Cannabis,,,AUS,,10.4,Oceania
372,Oceania,Australia and New Zealand,Australia,10.2,12.8,7.6,2013.0,14+,ARQ,HHS,Cannabis,,,AUS,,10.2,Oceania
373,Oceania,Australia and New Zealand,Australia,10.3,,,2010.0,14+,ARQ,HHS,Cannabis,,,AUS,,10.3,Oceania
374,Oceania,Australia and New Zealand,Australia,10.6,,,2007.0,15-64,Government source ,HHS ,Cannabis,,,AUS,,10.6,Oceania
375,Oceania,Australia and New Zealand,New Zealand,15.0,19.0,11.0,2020.0,18+,ARQ,HHS,Cannabis,,,NZL,,15.0,Oceania
376,Oceania,Australia and New Zealand,New Zealand,15.0,19.9,10.3,2019.0,15+,ARQ,HHS,Cannabis,,,NZL,,15.0,Oceania
377,Oceania,Australia and New Zealand,New Zealand,11.9,15.7,8.4,2018.0,15+,Government source,HHS,Cannabis,,,NZL,,11.9,Oceania
378,Oceania,Australia and New Zealand,New Zealand,14.03,18.55,9.61,2017.0,15-64,Government source,HHS,Cannabis,,,NZL,,14.03,Oceania
379,Oceania,Australia and New Zealand,New Zealand,13.73,17.9,9.66,2016.0,15-64,Government source,HHS,Cannabis,,,NZL,,13.73,Oceania
380,Oceania,Australia and New Zealand,New Zealand,11.0,14.3,7.9,2013.0,15+,Government source,HHS,Cannabis,10.3,11.7,NZL,,11.0,Oceania
381,Oceania,Australia and New Zealand,New Zealand,14.6,18.2,11.3,2008.0,16-64,Government source,HHS,Cannabis,13.4,15.7,NZL,,14.6,Oceania
382,Oceania,Australia and New Zealand,New Zealand,14.6,,,2007.0,16-64,Government source,HHS,Cannabis,,,NZL,,14.6,Oceania
383,Oceania,Australia and New Zealand,New Zealand,13.25,,,2006.0,15-64,ARQ ,HHS ,Cannabis,,,NZL,,13.25,Oceania
384,Oceania,Melanesia,Fiji,5.08,,,2004.0,15-64,Government source,SS,Cannabis,3.04,7.12,FJI,,5.08,Oceania
0,Africa,East Africa,Kenya,0.1,0.2,0.0,2016.0,15-64,ARQ,HHS,Cocaine,,,KEN,0.1,,Africa
1,Africa,East Africa,Kenya,0.3,,,2007.0,15-65,Government source,HHS,Cocaine,0.2,0.4,KEN,0.3,,Africa
2,Africa,North Africa,Algeria,0.01,0.02,,2010.0,12+,ARQ,HHS,Cocaine,,,DZA,0.01,,Africa
3,Africa,North Africa,Egypt,0.35,,,2016.0,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,,,EGY,0.35,,Africa
4,Africa,North Africa,Egypt,0.02,,,2006.0,15-64,Government source; Academic Research,"HHS, SS",Cocaine,,,EGY,0.02,,Africa
5,Africa,North Africa,Morocco,0.43,,,2017.0,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,0.33,0.52,MAR,0.43,,Africa
6,Africa,North Africa,Morocco,0.05,,,2004.0,15-64,ARQ,,Cocaine,,,MAR,0.05,,Africa
7,Africa,North Africa,Tunisia,0.1,,,2017.0,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,,,TUN,0.1,,Africa
8,Africa,Southern Africa,South Africa,1.02,,,2011.0,15-64,ARQ,SS,Cocaine,0.29,1.1,ZAF,1.02,,Africa
9,Africa,Southern Africa,South Africa,0.78,,,2008.0,15-64,ARQ ,HHS ,Cocaine,0.64,1.17,ZAF,0.78,,Africa
10,Africa,West and Central Africa,Cabo Verde,0.2,,,2012.0,15-64,UNODC/Government source,HHS,Cocaine,,,CPV,0.2,,Africa
11,Africa,West and Central Africa,Cabo Verde,0.23,,,2004.0,15-64,UNODC Estimate,,Cocaine,,,CPV,0.23,,Africa
12,Africa,West and Central Africa,Côte d'Ivoire,0.59,,,2017.0,15-64,Government source/UNODC Estimate,SS,Cocaine,0.49,0.78,CIV,0.59,,Africa
13,Africa,West and Central Africa,Nigeria,0.09,,,2017.0,15-64,Government source/UNODC,HHS/I,Cocaine,0.0,0.24,NGA,0.09,,Africa
