,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3
238,Europe,Western and Central Europe,Czechia,9.7,,,2010,15-64,ARQ,HHS,Cannabis,,,CZE
239,Europe,Western and Central Europe,Czechia,15.2,,,2008,15-64,Government source ,HHS ,Cannabis,,,CZE
240,Europe,Western and Central Europe,Denmark,6.4,8.7,4.6,2017,16-64,ARQ,HHS,Cannabis,,,DNK
241,Europe,Western and Central Europe,Denmark,6.9,9.2,5.1,2013,16-64,ARQ,HHS,Cannabis,,,DNK
242,Europe,Western and Central Europe,Denmark,5.4,,,2010,16-64,ARQ,HHS,Cannabis,,,DNK
243,Europe,Western and Central Europe,Denmark,5.5,,,2008,16-64,ARQ ,HHS ,Cannabis,,,DNK
244,Europe,Western and Central Europe,Estonia,6.59,9.2,4.81,2018,16-64,ARQ,HHS,Cannabis,,,EST
245,Europe,Western and Central Europe,Estonia,6,8.3,3.8,2008,15-64,ARQ,HHS,Cannabis,,,EST
246,Europe,Western and Central Europe,Estonia,4.6,,,2003,15-64,ARQ ,HHS ,Cannabis,,,EST
247,Europe,Western and Central Europe,Finland,8.2,11.2,5.2,2018,15-64,ARQ,HHS,Cannabis,,,FIN
248,Europe,Western and Central Europe,Finland,6.8,9.2,4.3,2014,15-64,ARQ,HHS,Cannabis,,,FIN
249,Europe,Western and Central Europe,Finland,4.6,5.8,3.3,2010,15-64,ARQ,HHS,Cannabis,,,FIN
250,Europe,Western and Central Europe,Finland,3.6,,,2006,15-64,ARQ ,HHS ,Cannabis,,,FIN
251,Europe,Western and Central Europe,France,11,15.1,7.1,2017,18-64,EMCDDA,HHS,Cannabis,,,FRA
252,Europe,Western and Central Europe,France,11.1,15.2,7.1,2016,18-64,EMCDDA,HHS,Cannabis,,,FRA
253,Europe,Western and Central Europe,France,11.1,15,7.4,2014,15-64,ARQ,HHS,Cannabis,,,FRA
254,Europe,Western and Central Europe,France,8.4,11.8,5.2,2010,15-64,ARQ,HHS,Cannabis,,,FRA
255,Europe,Western and Central Europe,France,8.6,,,2005,15-64,ARQ ,,Cannabis,,,FRA
256,Europe,Western and Central Europe,Germany,7.09,8.87,5.25,2018,18-64,ARQ,HHS,Cannabis,,,DEU
257,Europe,Western and Central Europe,Germany,6.1,7.4,4.9,2015,18-64,ARQ/Academic,HHS,Cannabis,5.6,6.7,DEU
258,Europe,Western and Central Europe,Germany,4.5,6,3,2012,18-64,ARQ,HHS,Cannabis,,,DEU
259,Europe,Western and Central Europe,Germany,4.8,6.4,3.1,2009,18-64,ARQ,HHS,Cannabis,,,DEU
260,Europe,Western and Central Europe,Germany,4.7,,,2007,18-64,Government source ,HHS ,Cannabis,,,DEU
261,Europe,Western and Central Europe,Greece,2.8,4.1,1.6,2015,18-64,ARQ,HHS,Cannabis,,,GRC
262,Europe,Western and Central Europe,Greece,1.7,2.5,0.9,2004,15-64,EMCDDA,,Cannabis,,,GRC
263,Europe,Western and Central Europe,Hungary,1.3,2,0.6,2019,18-64,ARQ,HHS,Cannabis,,,HUN
264,Europe,Western and Central Europe,Hungary,1.53,2.46,0.81,2015,18-64,ARQ,HHS,Cannabis,,,HUN
265,Europe,Western and Central Europe,Hungary,2.3,,,2007,18-64,ARQ,HHS,Cannabis,1.7,2.9,HUN
266,Europe,Western and Central Europe,Iceland,5.8,7.4,4.2,2017,18-64,ARQ,HHS,Cannabis,,,ISL
267,Europe,Western and Central Europe,Iceland,6.6,,,2012,18-67,ARQ/Government,HHS,Cannabis,,,ISL
268,Europe,Western and Central Europe,Iceland,3.4,,,2011,15-64,ESPAD,SS,Cannabis,1.67,5.16,ISL
269,Europe,Western and Central Europe,Iceland,3.37,,,2007,15-64,ESPAD ,SS ,Cannabis,3.21,3.53,ISL
270,Europe,Western and Central Europe,Ireland,7.1,9.9,4.4,2019,15-64,ARQ,HHS,Cannabis,,,IRL
271,Europe,Western and Central Europe,Ireland,7.7,11.2,4.3,2015,15-64,ARQ,HHS,Cannabis,,,IRL
272,Europe,Western and Central Europe,Ireland,6,9.1,2.9,2011,15-64,ARQ,HHS,Cannabis,,,IRL
273,Europe,Western and Central Europe,Ireland,6.3,,,2007,15-64,Government source ,HHS ,Cannabis,,,IRL
274,Europe,Western and Central Europe,Italy,10.21,12.6,7.83,2017,15-64,ARQ,HHS,Cannabis,,,ITA
275,Europe,Western and Central Europe,Italy,9.2,11.9,6.6,2013,15-64,ARQ,HHS,Cannabis,,,ITA
276,Europe,Western and Central Europe,Italy,4,5.19,3,2012,15-64,ARQ,HHS,Cannabis,,,ITA
277,Europe,Western and Central Europe,Italy,14.6,,,2008,15-64,Government source,HHS,Cannabis,,,ITA
278,Europe,Western and Central Europe,Italy,11.2,,,2005,15-65,EMCDDA ,HHS ,Cannabis,,,ITA
279,Europe,Western and Central Europe,Latvia,3.9,6.1,1.8,2020,15-64,ARQ,HHS,Cannabis,,,LVA
280,Europe,Western and Central Europe,Latvia,4.2,6.9,1.7,2015,15-64,ARQ,HHS,Cannabis,,,LVA
281,Europe,Western and Central Europe,Latvia,4,5.7,2.4,2011,15-64,ARQ,HHS,Cannabis,,,LVA
282,Europe,Western and Central Europe,Latvia,4.9,,,2007,15-64,ARQ ,,Cannabis,,,LVA
283,Europe,Western and Central Europe,Lithuania,2.7,4.6,1,2016,15-64,ARQ,HHS,Cannabis,,,LTU
284,Europe,Western and Central Europe,Lithuania,2.3,3.6,1,2012,15-64,ARQ,HHS,Cannabis,,,LTU
285,Europe,Western and Central Europe,Lithuania,5.6,,,2008,15-64,ARQ,HHS,Cannabis,,,LTU
286,Europe,Western and Central Europe,Lithuania,2.2,,,2004,15-64,ARQ ,,Cannabis,,,LTU
287,Europe,Western and Central Europe,Luxembourg,5.4,7,4,2019,15-64,ARQ,HHS,Cannabis,,,LUX
288,Europe,Western and Central Europe,Luxembourg,4.9,6.6,3.5,2014,15-64,ARQ/EMCDDA,HHS,Cannabis,,,LUX
289,Europe,Western and Central Europe,Luxembourg,5.2,,,2010,15-64,ARQ,SS,Cannabis,3.2,7.1,LUX
290,Europe,Western and Central Europe,Luxembourg,6.6,,,2006,15-64,ARQ,SS,Cannabis,4.5,8.66,LUX
291,Europe,Western and Central Europe,Luxembourg,7.6,,,2003,15-64,UNODC Estimate ,,Cannabis,,,LUX
292,Europe,Western and Central Europe,Malta,0.9,,,2013,15-64,ARQ,HHS,Cannabis,,,MLT
293,Europe,Western and Central Europe,Malta,3.1,,,2011,15-64,ESPAD,SS,Cannabis,1.39,4.82,MLT
294,Europe,Western and Central Europe,Malta,4.51,,,2007,15-64,ESPAD ,SS ,Cannabis,4.42,4.6,MLT
295,Europe,Western and Central Europe,Monaco,10.47,,,2017,18-64,ESPAD/UNODC Estimate,SS,Cannabis,,,MCO
296,Europe,Western and Central Europe,Netherlands,10.1,12.9,7.3,2020,15-64,ARQ,HHS,Cannabis,,,NLD
297,Europe,Western and Central Europe,Netherlands,9.3,12.1,6.4,2019,15-64,EMCDDA,HHS,Cannabis,,,NLD
298,Europe,Western and Central Europe,Netherlands,9.6,13.9,6.3,2018,15-64,EMCDDA,HHS,Cannabis,,,NLD
299,Europe,Western and Central Europe,Netherlands,9.2,12.3,6.2,2017,15-64,EMCDDA,HHS,Cannabis,8.5,9.9,NLD
300,Europe,Western and Central Europe,Netherlands,8.4,11,5.7,2016,15-64,EMCDDA,HHS,Cannabis,,,NLD
301,Europe,Western and Central Europe,Netherlands,8.7,11.6,5.7,2015,15-64,EMCDDA,HHS,Cannabis,,,NLD
302,Europe,Western and Central Europe,Netherlands,8,10.5,5.4,2014,15-64,ARQ,HHS,Cannabis,,,NLD
303,Europe,Western and Central Europe,Netherlands,7,,,2009,15-64,ARQ,,Cannabis,,,NLD
304,Europe,Western and Central Europe,Netherlands,5.4,,,2005,15-64,ARQ ,,Cannabis,,,NLD
305,Europe,Western and Central Europe,Norway,4.3,5.8,2.8,2020,16-64,ARQ,HHS,Cannabis,,,NOR
306,Europe,Western and Central Europe,Norway,5.1,7.1,3,2019,16-64,ARQ,HHS,Cannabis,,,NOR
307,Europe,Western and Central Europe,Norway,5.4,7,3.7,2018,16-64,ARQ,HHS,Cannabis,,,NOR
308,Europe,Western and Central Europe,Norway,5.3,7,3.4,2017,16-64,ARQ,HHS,Cannabis,,,NOR
309,Europe,Western and Central Europe,Norway,3.9,5.1,2.6,2016,16-64,ARQ,HHS,Cannabis,,,NOR
310,Europe,Western and Central Europe,Norway,4.2,5.5,2.9,2015,16-64,ARQ,HHS,Cannabis,,,NOR
311,Europe,Western and Central Europe,Norway,4.2,6,2.3,2014,16-64,ARQ,HHS,Cannabis,,,NOR
312,Europe,Western and Central Europe,Norway,5.1,7.2,2.8,2013,16-64,ARQ,HHS,Cannabis,,,NOR
313,Europe,Western and Central Europe,Norway,3.8,,,2009,15-64,ARQ,HHS,Cannabis,,,NOR
314,Europe,Western and Central Europe,Norway,4.6,,,2004,15-64,ARQ ,,Cannabis,,,NOR
315,Europe,Western and Central Europe,Poland,3.8,5,2.6,2019,15-64,ARQ,HHS,Cannabis,,,POL
316,Europe,Western and Central Europe,Poland,2.4,3.2,1.7,2016,15-64,ARQ,HHS,Cannabis,,,POL
317,Europe,Western and Central Europe,Poland,4.6,7.8,1.7,2014,15-64,ARQ,HHS,Cannabis,,,POL
318,Europe,Western and Central Europe,Poland,3.8,6,1.7,2012,15-64,ARQ,HHS,Cannabis,,,POL
319,Europe,Western and Central Europe,Poland,9.6,,,2010,15-64,ARQ,HHS,Cannabis,,,POL
320,Europe,Western and Central Europe,Poland,2.7,,,2006,15-64,ARQ ,HHS ,Cannabis,,,POL
321,Europe,Western and Central Europe,Portugal,5.1,7.3,3.1,2017,15-64,ARQ,HHS,Cannabis,,,PRT
322,Europe,Western and Central Europe,Portugal,2.7,4.1,1.3,2012,15-64,ARQ,HHS,Cannabis,,,PRT
323,Europe,Western and Central Europe,Portugal,3.6,,,2007,15-64,ARQ,HHS,Cannabis,,,PRT
324,Europe,Western and Central Europe,Slovakia,3.8,5.9,1.7,2019,15-64,ARQ,HHS,Cannabis,,,SVK
325,Europe,Western and Central Europe,Slovakia,4.3,7,1.7,2015,15-64,ARQ,HHS,Cannabis,,,SVK
326,Europe,Western and Central Europe,Slovakia,3.63,,,2010,15-64,EMCDDA,HHS,Cannabis,,,SVK
327,Europe,Western and Central Europe,Slovakia,6.9,,,2006,15-64,ARQ,HHS,Cannabis,,,SVK
328,Europe,Western and Central Europe,Slovenia,5.9,7.8,3.8,2018,15-64,EMCDDA,HHS,Cannabis,5.4,6.4,SVN
329,Europe,Western and Central Europe,Slovenia,4.4,5.9,2.8,2012,15-64,ARQ,HHS,Cannabis,,,SVN
330,Europe,Western and Central Europe,Slovenia,3.1,,,2007,15-64,EMCDDA,HHS,Cannabis,,,SVN
331,Europe,Western and Central Europe,Spain,10.5,14.6,6.3,2020,15-64,ARQ,HHS,Cannabis,,,ESP
332,Europe,Western and Central Europe,Spain,11,15.4,6.6,2017,15-64,EMCDDA,HHS,Cannabis,10.6,11.4,ESP
333,Europe,Western and Central Europe,Spain,9.5,13.3,5.6,2015,15-64,ARQ,HHS,Cannabis,,,ESP
334,Europe,Western and Central Europe,Spain,9.2,12.9,5.4,2013,15-64,ARQ,HHS,Cannabis,,,ESP
335,Europe,Western and Central Europe,Spain,9.6,13.6,5.5,2011,15-64,ARQ,HHS,Cannabis,,,ESP
336,Europe,Western and Central Europe,Spain,10.6,14.8,6.2,2009,15-64,ARQ ,HHS ,Cannabis,,,ESP
337,Europe,Western and Central Europe,Sweden,3.8,5,2.5,2020,16-64,ARQ,HHS,Cannabis,,,SWE
338,Europe,Western and Central Europe,Sweden,3.9,5.2,2.4,2018,16-64,ARQ,HHS,Cannabis,,,SWE
339,Europe,Western and Central Europe,Sweden,3.4,4.1,2.6,2016,16-64,ARQ,HHS,Cannabis,,,SWE
340,Europe,Western and Central Europe,Sweden,3.2,4.1,2.3,2015,16-64,ARQ,HHS,Cannabis,,,SWE
341,Europe,Western and Central Europe,Sweden,2.88,4.1,1.63,2014,15-64,ARQ,HHS,Cannabis,,,SWE
342,Europe,Western and Central Europe,Sweden,3.16,4.35,1.86,2013,17-64,ARQ,HHS,Cannabis,,,SWE
343,Europe,Western and Central Europe,Sweden,3,,,2012,16-64,ARQ,HHS,Cannabis,,,SWE
344,Europe,Western and Central Europe,Sweden,2.61,,,2011,16-64,ARQ,HHS,Cannabis,,,SWE
345,Europe,Western and Central Europe,Sweden,2.8,,,2010,16-64,ARQ ,HHS ,Cannabis,,,SWE
346,Europe,Western and Central Europe,Switzerland,9.09,,,2016,15-64,Government source,HHS,Cannabis,,,CHE
347,Europe,Western and Central Europe,Switzerland,8.09,,,2015,15-64,ARQ,HHS,Cannabis,,,CHE
348,Europe,Western and Central Europe,Switzerland,6.7,9.3,4.2,2014,15-64,ARQ,HHS,Cannabis,,,CHE
349,Europe,Western and Central Europe,Switzerland,5.7,7.8,3.7,2013,15-64,ARQ,HHS,Cannabis,,,CHE
350,Europe,Western and Central Europe,Switzerland,6.3,,,2012,15+,ARQ,HHS,Cannabis,,,CHE
351,Europe,Western and Central Europe,Switzerland,5.1,,,2011,15-64,ARQ,HHS,Cannabis,,,CHE
352,Europe,Western and Central Europe,Switzerland,3.4,,,2008,15-64,ARQ ,HHS ,Cannabis,,,CHE
353,Europe,Western and Central Europe,United Kingdom (England and Wales),7.15,9.07,5.26,2019,16-64,ARQ,HHS,Cannabis,,,GBR
354,Europe,Western and Central Europe,United Kingdom (England and Wales),7.6,10.28,5,2018,16-59,Government source,HHS,Cannabis,,,GBR
355,Europe,Western and Central Europe,United Kingdom (England and Wales),7.18,9.55,4.82,2017,16-59,Government source,HHS,Cannabis,,,GBR
356,Europe,Western and Central Europe,United Kingdom (England and Wales),6.6,8.99,4.23,2016,16-59,Government source,HHS,Cannabis,,,GBR
357,Europe,Western and Central Europe,United Kingdom (England and Wales),6.47,9.14,3.85,2015,16-59,Government source,HHS,Cannabis,,,GBR
358,Europe,Western and Central Europe,United Kingdom (England and Wales),6.69,9.43,4.02,2014,16-59,Government source,HHS,Cannabis,,,GBR
359,Europe,Western and Central Europe,United Kingdom (England and Wales),6.59,9.11,4.1,2013,16-59,Government source,HHS,Cannabis,,,GBR
360,Europe,Western and Central Europe,United Kingdom (England and Wales),6.29,8.51,4.08,2012,16-59,Government source,HHS,Cannabis,,,GBR
361,Europe,Western and Central Europe,United Kingdom (England and Wales),6.8,9.53,4.1,2011,16-59,Government source,HHS,Cannabis,,,GBR
362,Europe,Western and Central Europe,United Kingdom (England and Wales),6.7,9.15,4.29,2010,16-59,Government source ,HHS ,Cannabis,,,GBR
363,Europe,Western and Central Europe,United Kingdom (Northern Ireland),4.6,,,2014,15-64,Government source,HHS,Cannabis,,,GBR
364,Europe,Western and Central Europe,United Kingdom (Northern Ireland),5.1,,,2011,15-64,Government source,HHS,Cannabis,,,GBR
365,Europe,Western and Central Europe,United Kingdom (Northern Ireland),7.2,,,2006,15-64,Government source ,HHS ,Cannabis,,,GBR
366,Europe,Western and Central Europe,United Kingdom (Scotland),6.29,9,3.68,2014,16-64,Government source,HHS,Cannabis,,,GBR
367,Europe,Western and Central Europe,United Kingdom (Scotland),6.5,9.5,3.6,2013,16-64,Government source,HHS,Cannabis,,,GBR
368,Europe,Western and Central Europe,United Kingdom (Scotland),7,,,2011,16-64,Government source,HHS,Cannabis,,,GBR
369,Europe,Western and Central Europe,United Kingdom (Scotland),7.6,,,2010,16-64,Government source ,HHS ,Cannabis,,,GBR
370,Oceania,Australia and New Zealand,Australia,11.6,14.7,8.6,2019,14+,ARQ,HHS,Cannabis,,,AUS
371,Oceania,Australia and New Zealand,Australia,10.4,13.1,7.9,2016,14+,ARQ,HHS,Cannabis,,,AUS
372,Oceania,Australia and New Zealand,Australia,10.2,12.8,7.6,2013,14+,ARQ,HHS,Cannabis,,,AUS
373,Oceania,Australia and New Zealand,Australia,10.3,,,2010,14+,ARQ,HHS,Cannabis,,,AUS
374,Oceania,Australia and New Zealand,Australia,10.6,,,2007,15-64,Government source ,HHS ,Cannabis,,,AUS
375,Oceania,Australia and New Zealand,New Zealand,15,19,11,2020,18+,ARQ,HHS,Cannabis,,,NZL
376,Oceania,Australia and New Zealand,New Zealand,15,19.9,10.3,2019,15+,ARQ,HHS,Cannabis,,,NZL
377,Oceania,Australia and New Zealand,New Zealand,11.9,15.7,8.4,2018,15+,Government source,HHS,Cannabis,,,NZL
378,Oceania,Australia and New Zealand,New Zealand,14.03,18.55,9.61,2017,15-64,Government source,HHS,Cannabis,,,NZL
379,Oceania,Australia and New Zealand,New Zealand,13.73,17.9,9.66,2016,15-64,Government source,HHS,Cannabis,,,NZL
380,Oceania,Australia and New Zealand,New Zealand,11,14.3,7.9,2013,15+,Government source,HHS,Cannabis,10.3,11.7,NZL
381,Oceania,Australia and New Zealand,New Zealand,14.6,18.2,11.3,2008,16-64,Government source,HHS,Cannabis,13.4,15.7,NZL
382,Oceania,Australia and New Zealand,New Zealand,14.6,,,2007,16-64,Government source,HHS,Cannabis,,,NZL
383,Oceania,Australia and New Zealand,New Zealand,13.25,,,2006,15-64,ARQ ,HHS ,Cannabis,,,NZL
384,Oceania,Melanesia,Fiji,5.08,,,2004,15-64,Government source,SS,Cannabis,3.04,7.12,FJI
0,Africa,East Africa,Kenya,0.1,0.2,0,2016,15-64,ARQ,HHS,Cocaine,,,KEN
1,Africa,East Africa,Kenya,0.3,,,2007,15-65,Government source,HHS,Cocaine,0.2,0.4,KEN
2,Africa,North Africa,Algeria,0.01,0.02,,2010,12+,ARQ,HHS,Cocaine,,,DZA
3,Africa,North Africa,Egypt,0.35,,,2016,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,,,EGY
4,Africa,North Africa,Egypt,0.02,,,2006,15-64,Government source; Academic Research,"HHS, SS",Cocaine,,,EGY
5,Africa,North Africa,Morocco,0.43,,,2017,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,0.33,0.52,MAR
6,Africa,North Africa,Morocco,0.05,,,2004,15-64,ARQ,,Cocaine,,,MAR
7,Africa,North Africa,Tunisia,0.1,,,2017,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,,,TUN
8,Africa,Southern Africa,South Africa,1.02,,,2011,15-64,ARQ,SS,Cocaine,0.29,1.1,ZAF
9,Africa,Southern Africa,South Africa,0.78,,,2008,15-64,ARQ ,HHS ,Cocaine,0.64,1.17,ZAF
10,Africa,West and Central Africa,Cabo Verde,0.2,,,2012,15-64,UNODC/Government source,HHS,Cocaine,,,CPV
11,Africa,West and Central Africa,Cabo Verde,0.23,,,2004,15-64,UNODC Estimate,,Cocaine,,,CPV
12,Africa,West and Central Africa,Côte d'Ivoire,0.59,,,2017,15-64,Government source/UNODC Estimate,SS,Cocaine,0.49,0.78,CIV
13,Africa,West and Central Africa,Nigeria,0.09,,,2017,15-64,Government source/UNODC,HHS/I,Cocaine,0,0.24,NGA
14,Africa,West and Central Africa,Nigeria,0.7,,,2008,15-64,ARQ,HHS,Cocaine,0.28,1.11,NGA
15,Americas,Caribbean,Bahamas,0.05,0.1,0,2017,12-65,Government source,HHS,Cocaine,0.02,0.1,BHS
16,Americas,Caribbean,Barbados,0.4,,,2006,15-64,CICAD,HHS,Cocaine,,,BRB
17,Americas,Caribbean,Dominican Republic,0.32,,,2010,12-65,CICAD,HHS,Cocaine,0.28,0.35,DOM
18,Americas,Caribbean,Dominican Republic,0.3,,,2008,15-64,ARQ,SS,Cocaine,0.13,0.57,DOM
19,Americas,Caribbean,Haiti,0.2,0.3,0.1,2018,15-64,ARQ,HHS,Cocaine,,,HTI
20,Americas,Caribbean,Haiti,0.88,,,2010,15-64,UNODC Estimate,SS,Cocaine,0.34,1.42,HTI
21,Americas,Caribbean,Haiti,0.9,,,2005,15-64,UNODC Estimate,,Cocaine,,,HTI
22,Americas,Caribbean,Jamaica,0.98,,,2010,15-64,UNODC Estimate,SS,Cocaine,0.39,1.56,JAM
23,Americas,Caribbean,Jamaica,1.1,,,2006,15-64,UNODC Estimate,SS,Cocaine,,,JAM
24,Americas,Caribbean,Puerto Rico,0.83,,,2005,15-64,Government source,SS,Cocaine,0.34,1.39,PRI
25,Americas,Caribbean,Saint Lucia,0.6,,,2010,15-64,UNODC Estimate,SS,Cocaine,0.19,1.02,LCA
26,Americas,Caribbean,Saint Lucia,1,,,2002,15-64,UNODC Estimate,,Cocaine,,,LCA
27,Americas,Caribbean,Trinidad and Tobago,0.48,,,2010,15-64,UNODC Estimate,SS,Cocaine,0.11,0.84,TTO
28,Americas,Central America,Belize,0.85,,,2005,12-65,UNODC Estimate,HHS,Cocaine,,,BLZ
29,Americas,Central America,Costa Rica,1.23,1.95,0.49,2015,12-70,ARQ,HHS,Cocaine,,,CRI
30,Americas,Central America,Costa Rica,1.33,2.16,0.5,2015,15-64,ARQ,HHS,Cocaine,,,CRI
31,Americas,Central America,Costa Rica,1.06,1.73,0.38,2010,15-64,ARQ,HHS,Cocaine,,,CRI
32,Americas,Central America,Costa Rica,0.31,,,2006,12-70,ARQ ,HHS ,Cocaine,0.23,0.38,CRI
33,Americas,Central America,El Salvador,0.37,0.73,0.11,2014,12-65,UNODC Estimate/ Government source,HHS,Cocaine,0.27,0.47,SLV
34,Americas,Central America,El Salvador,0.41,,,2005,12-65,ARQ,HHS,Cocaine,,,SLV
35,Americas,Central America,Guatemala,1.247,,,2014,15-64,Government source/UNODC Estimate,SS,Cocaine,0.395,2.1,GTM
36,Americas,Central America,Guatemala,0.21,,,2005,15-64,ARQ,HHS,Cocaine,,,GTM
37,Americas,Central America,Honduras,0.87,,,2005,12-35,ARQ,,Cocaine,,,HND
38,Americas,Central America,Nicaragua,0.69,,,2006,12-65,UNODC Estimate,HHS,Cocaine,0.52,0.86,NIC
39,Americas,Central America,Panama,0.1,,,2015,12-65,ARQ/Government source,HHS,Cocaine,,,PAN
40,Americas,Central America,Panama,1.2,,,2003,12-65,Government source,HHS,Cocaine,,,PAN
41,Americas,North America,Bermuda,1.3,,,2009,16-65,Government source,HHS,Cocaine,1,1.6,BMU
42,Americas,North America,Canada,2,2.4,1.5,2019,15+,ARQ/Government source,HHS,Cocaine,1.4,2.5,CAN
43,Americas,North America,Canada,2.5,3.7,1.3,2017,15+,ARQ,HHS,Cocaine,,,CAN
44,Americas,North America,Canada,1.47,1.83,1.12,2015,15-64,ARQ,HHS,Cocaine,,,CAN
45,Americas,North America,Canada,1.1,1.6,0.6,2013,15-64,ARQ,HHS,Cocaine,,,CAN
46,Americas,North America,Canada,1.3,1.7,,2012,15-64,ARQ,HHS,Cocaine,,,CAN
47,Americas,North America,Canada,1.1,,,2011,15-64,ARQ,HHS,Cocaine,,,CAN
48,Americas,North America,Canada,0.82,,,2010,15-64,ARQ ,HHS ,Cocaine,,,CAN
49,Americas,North America,Mexico,0.8,1.4,0.2,2016,12-65,ARQ/Government source,HHS,Cocaine,0.63,0.97,MEX
50,Americas,North America,Mexico,0.5,0.9,0.1,2011,12-65,Government source (ENA),HHS,Cocaine,0.35,0.64,MEX
51,Americas,North America,Mexico,0.4,,,2008,12-65,Government source,HHS,Cocaine,,,MEX
52,Americas,North America,United States of America,2.4,3.1,1.7,2020,15-64,ARQ,HHS,Cocaine,,,USA
53,Americas,North America,United States of America,2.6,3.3,1.9,2018,15-64,ARQ,HHS,Cocaine,,,USA
54,Americas,North America,United States of America,2.7,3.7,1.8,2017,15-64,ARQ,HHS,Cocaine,,,USA
55,Americas,North America,United States of America,2.4,3.1,1.7,2016,15-64,ARQ,HHS,Cocaine,,,USA
56,Americas,North America,United States of America,2.3,3,1.6,2015,15-64,ARQ,HHS,Cocaine,,,USA
57,Americas,North America,United States of America,2.1,2.9,1.5,2014,15-64,ARQ,HHS,Cocaine,,,USA
58,Americas,North America,United States of America,2.15,3,1.4,2013,15-64,ARQ,HHS,Cocaine,,,USA
59,Americas,North America,United States of America,2.3,,,2012,15-64,ARQ,HHS,Cocaine,,,USA
60,Americas,North America,United States of America,1.9,,,2011,15-64,ARQ,HHS,Cocaine,,,USA
61,Americas,North America,United States of America,2.2,,,2010,15-64,ARQ,HHS,Cocaine,,,USA
62,Americas,South America,Argentina,1.67,,,2017,15-64,UNODC Estimate,HHS,Cocaine,1.6,1.75,ARG
63,Americas,South America,Argentina,0.73,1.26,0.11,2011,16-65,ARQ,HHS,Cocaine,,,ARG
64,Americas,South America,Argentina,1,,,2008,12-65,Government source ,HHS ,Cocaine,,,ARG
65,Americas,South America,Bolivia (Plurinational State of),0.74,1.1,0.43000000000000005,2018,15-64,ARQ/UNODC Estimate,HHS,Cocaine,0.62,0.85,BOL
66,Americas,South America,Bolivia (Plurinational State of),0.36,0.48,0.29500000000000004,2014,12-65,UNODC Estimate,HHS,Cocaine,0.33,0.39,BOL
67,Americas,South America,Bolivia (Plurinational State of),0.36,,,2013,12-65,UNODC Estimate,HHS,Cocaine,0.33,0.39,BOL
68,Americas,South America,Bolivia (Plurinational State of),0.6,0.6,0.5,2007,15-64,ARQ,HHS,Cocaine,,,BOL
69,Americas,South America,Brazil,2.18,3.73,0.74,2012,15-64,Government source,HHS,Cocaine,,,BRA
70,Americas,South America,Brazil,0.7,,,2005,12-65,Government source ,HHS,Cocaine,,,BRA
71,Americas,South America,Chile,0.76,1.37,0.17,2020,15-64,ARQ,HHS,Cocaine,,,CHL
72,Americas,South America,Chile,1.42,2.4,0.46,2018,15-64,ARQ,HHS,Cocaine,,,CHL
73,Americas,South America,Chile,1.38,2.21,0.55,2016,15-64,ARQ,HHS,Cocaine,,,CHL
74,Americas,South America,Chile,1.73,2.85,0.65,2014,15-64,ARQ,HHS,Cocaine,,,CHL
75,Americas,South America,Chile,1.21,1.92,0.51,2012,15-64,ARQ,HHS,Cocaine,,,CHL
76,Americas,South America,Chile,1.01,,,2010,15-64,ARQ,HHS,Cocaine,,,CHL
77,Americas,South America,Chile,2.4,,,2008,15-64,ARQ ,HHS ,Cocaine,,,CHL
78,Americas,South America,Colombia,0.62,0.97,0.2,2019,12-65,Government source/ARQ,HHS,Cocaine,0.57,0.6699999999999999,COL
79,Americas,South America,Colombia,0.7,1.23,0.2,2013,12-65,ARQ,HHS,Cocaine,0.55,0.84,COL
80,Americas,South America,Colombia,0.72,1.28,0.22,2008,12-65,ARQ,HHS,Cocaine,0.53,0.9,COL
81,Americas,South America,Colombia,0.8,,,2003,18-65,Government source ,,Cocaine,,,COL
82,Americas,South America,Ecuador,1.686,,,2017,12-65,Government source/UNODC Estimate,SS,Cocaine,0.018,3.354,ECU
83,Americas,South America,Ecuador,0.2,,,2007,12-65,ARQ,HHS,Cocaine,0.14,0.25,ECU
84,Americas,South America,Paraguay,0.25,,,2003,12-64,UNODC Estimate,HHS,Cocaine,0.2,0.3,PRY
85,Americas,South America,Peru,0.964,,,2017,15-64,Government source/UNODC Estimate,SS,Cocaine,0.175,1.752,PER
86,Americas,South America,Peru,0.7,,,2010,12-65,Government source,HHS,Cocaine,,,PER
87,Americas,South America,Peru,0.48,,,2006,15-64,ARQ ,HHS ,Cocaine,0.34,0.61,PER
88,Americas,South America,Suriname,0.25,,,2013,12-65,UNODC Estimate/ARQ,HHS,Cocaine,0.2,0.3,SUR
89,Americas,South America,Suriname,0.3,,,2007,12-65,Government source,HHS,Cocaine,,,SUR
90,Americas,South America,Suriname,0.5,,,2002,15-64,UNODC Estimate ,,Cocaine,,,SUR
91,Americas,South America,Uruguay,2.1,3.4,0.8,2018,15-65,ARQ,HHS,Cocaine,,,URY
92,Americas,South America,Uruguay,1.8,2.6,1,2014,15-65,ARQ,HHS,Cocaine,,,URY
93,Americas,South America,Uruguay,2.1,3.4,0.9,2011,15-65,ARQ,HHS,Cocaine,,,URY
