,Region,SubRegion,Country,Code,Year,DrugGroup,Drug Type,Trends overall,Group Age 0-17,Group Age 18-24,Group Age 25+
197,Africa,West and Central Africa,Central African Republic,CAF,2017,Opioids,Heroin,Stable situation (+-5%),,,
198,Africa,West and Central Africa,Central African Republic,CAF,2017,Opioids,Pharmaceutical opioids,Not known,,,
199,Africa,West and Central Africa,Central African Republic,CAF,2017,Cocaine-type,,Stable situation (+-5%),,,
200,Africa,West and Central Africa,Central African Republic,CAF,2017,Cocaine-type,Cocaine salts,Stable situation (+-5%),,,
201,Africa,West and Central Africa,Central African Republic,CAF,2017,Cocaine-type,Crack,Stable situation (+-5%),,,
202,Africa,West and Central Africa,Central African Republic,CAF,2017,Sedatives and Tranquillizers,,Small increase (5-10%),,,
203,Africa,West and Central Africa,Central African Republic,CAF,2017,Sedatives and Tranquillizers,Benzodiazepines,Stable situation (+-5%),,,
204,Africa,West and Central Africa,Central African Republic,CAF,2017,Sedatives and Tranquillizers,Barbiturates,Stable situation (+-5%),,,
205,Africa,West and Central Africa,Central African Republic,CAF,2017,Hallucinogens,,Not known,,,
206,Africa,West and Central Africa,Central African Republic,CAF,2017,Solvents and Inhallants,Solvents and inhalants,Small increase (5-10%),,,
207,Africa,West and Central Africa,Central African Republic,CAF,2017,Substances not under international control,Plant-based NPS,Small increase (5-10%),,,
208,Africa,West and Central Africa,Côte d'Ivoire,CIV,2020,Any drug,Any drug,Small increase (5-10%),,,
209,Africa,West and Central Africa,Côte d'Ivoire,CIV,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),,,
210,Africa,West and Central Africa,Côte d'Ivoire,CIV,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),,,
211,Africa,West and Central Africa,Côte d'Ivoire,CIV,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Small increase (5-10%),,,
212,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Cannabis-type,,Small increase (5-10%),,,
213,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Cannabis-type,Marijuana (herb),Small increase (5-10%),,,
214,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Cannabis-type,Hashish (resin),Stable situation (+-5%),,,
215,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Opioids,,Small increase (5-10%),,,
216,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Opioids,Opium,Not known,,,
217,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Opioids,Heroin,Small increase (5-10%),,,
218,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Cocaine-type,,Small increase (5-10%),,,
219,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Cocaine-type,Cocaine salts,Not known,,,
220,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Cocaine-type,Crack,Small increase (5-10%),,,
221,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,ATS,,Not known,,,
222,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,ATS,Amphetamine,Not known,,,
223,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,ATS,Methamphetamine,Not known,,,
224,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,ATS,Ecstasy-type substances,Not known,,,
225,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Sedatives and Tranquillizers,,Not known,,,
226,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Sedatives and Tranquillizers,Benzodiazepines,Small increase (5-10%),,,
227,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Sedatives and Tranquillizers,Barbiturates,Not known,,,
228,Africa,West and Central Africa,Côte d'Ivoire,CIV,2018,Opioids,Pharmaceutical opioids,Large increase (>10%),,,
229,Africa,West and Central Africa,Gambia (the),GMB,2020,Any drug,Any drug,Stable situation (+-5%),Stable situation (+-5%),Small increase (5-10%),
230,Africa,West and Central Africa,Gambia (the),GMB,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
231,Africa,West and Central Africa,Gambia (the),GMB,2020,Cannabis-type drugs,Cannabis herb (marijuana),Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),
232,Africa,West and Central Africa,Gambia (the),GMB,2020,Cannabis-type drugs,Cannabis resin (hashish),Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
233,Africa,West and Central Africa,Gambia (the),GMB,2020,Cannabis-type drugs,Cannabis or hashish oil,Stable situation (+-5%),Large decrease (>10%),Large decrease (>10%),
234,Africa,West and Central Africa,Gambia (the),GMB,2020,Cannabis-type drugs,Other types of cannabis products excluding synthetic cannabinoids,Stable situation (+-5%),Large decrease (>10%),Stable situation (+-5%),
235,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
236,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Opiates,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
237,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Opium,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),
238,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Heroin,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),
239,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
240,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
241,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Codeine,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
242,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
243,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Other pharmaceutical opioids,Large increase (>10%),Stable situation (+-5%),Large increase (>10%),
244,Africa,West and Central Africa,Gambia (the),GMB,2020,"Opioids, including opiates and synthetic opioids",Other opioids,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
245,Africa,West and Central Africa,Gambia (the),GMB,2020,Cocaine-type drugs,Cocaine-type drugs,Large increase (>10%),Stable situation (+-5%),Large increase (>10%),
246,Africa,West and Central Africa,Gambia (the),GMB,2020,Cocaine-type drugs,Cocaine hydrochloride,Large increase (>10%),Stable situation (+-5%),Large increase (>10%),
247,Africa,West and Central Africa,Gambia (the),GMB,2020,Cocaine-type drugs,"“Crack” cocaine, freebase cocaine",Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
248,Africa,West and Central Africa,Gambia (the),GMB,2020,Cocaine-type drugs,Other types of cocaine preparations,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
249,Africa,West and Central Africa,Gambia (the),GMB,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
250,Africa,West and Central Africa,Gambia (the),GMB,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Large increase (>10%),Small increase (5-10%),Large increase (>10%),
251,Africa,West and Central Africa,Gambia (the),GMB,2020,Amphetamine-type stimulants,Amphetamine,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
252,Africa,West and Central Africa,Gambia (the),GMB,2020,Amphetamine-type stimulants,Methamphetamine,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
253,Africa,West and Central Africa,Gambia (the),GMB,2020,Amphetamine-type stimulants,Non-medical use of pharmaceutical products containing amphetamine-type stimulants,Large increase (>10%),Stable situation (+-5%),Large increase (>10%),
254,Africa,West and Central Africa,Gambia (the),GMB,2020,Amphetamine-type stimulants,Other amphetamine-type stimulants,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
255,Africa,West and Central Africa,Gambia (the),GMB,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
256,Africa,West and Central Africa,Gambia (the),GMB,2020,“Ecstasy”-type substances,MDMA,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
257,Africa,West and Central Africa,Gambia (the),GMB,2020,“Ecstasy”-type substances,Other “ecstasy”-type substances,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
258,Africa,West and Central Africa,Gambia (the),GMB,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
259,Africa,West and Central Africa,Gambia (the),GMB,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
260,Africa,West and Central Africa,Gambia (the),GMB,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Barbiturates,Small increase (5-10%),Stable situation (+-5%),Stable situation (+-5%),
261,Africa,West and Central Africa,Gambia (the),GMB,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Other sedatives and tranquillizers,Stable situation (+-5%),Stable situation (+-5%),Small increase (5-10%),
262,Africa,West and Central Africa,Gambia (the),GMB,2020,Hallucinogens,Hallucinogens,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
263,Africa,West and Central Africa,Gambia (the),GMB,2020,Hallucinogens,LSD,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
264,Africa,West and Central Africa,Gambia (the),GMB,2020,Hallucinogens,Other hallucinogens,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
265,Africa,West and Central Africa,Gambia (the),GMB,2020,Solvents and inhalants,Solvents and inhalants,Large decrease (>10%),Large decrease (>10%),Small decrease (5-10%),
266,Africa,West and Central Africa,Gambia (the),GMB,2020,New psychoactive substances,New psychoactive substances,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
267,Africa,West and Central Africa,Gambia (the),GMB,2020,New psychoactive substances,Ketamine,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
268,Africa,West and Central Africa,Gambia (the),GMB,2020,New psychoactive substances,"Synthetic cannabinoid receptor agonists (""synthetic cannabinoids"")",Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
269,Africa,West and Central Africa,Gambia (the),GMB,2020,New psychoactive substances,Other new psychoactive substances,,Stable situation (+-5%),Small increase (5-10%),
270,Africa,West and Central Africa,Gambia (the),GMB,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
271,Africa,West and Central Africa,Nigeria,NGA,2020,Any drug,Any drug,,Large decrease (>10%),,
272,Africa,West and Central Africa,Nigeria,NGA,2020,Cannabis-type drugs,Cannabis herb (marijuana),Stable situation (+-5%),,,
273,Africa,West and Central Africa,Nigeria,NGA,2020,Solvents and inhalants,Solvents and inhalants,Small increase (5-10%),,,
274,Africa,West and Central Africa,Nigeria,NGA,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),,,
275,Africa,West and Central Africa,Senegal,SEN,2019,Cannabis-type,,Small decrease (5-10%),,,
276,Africa,West and Central Africa,Senegal,SEN,2019,Cannabis-type,Marijuana (herb),Small decrease (5-10%),,,
277,Africa,West and Central Africa,Senegal,SEN,2019,Cannabis-type,Hashish (resin),Small decrease (5-10%),,,
278,Africa,West and Central Africa,Senegal,SEN,2019,Opioids,,Large decrease (>10%),,,
279,Africa,West and Central Africa,Senegal,SEN,2019,Opioids,Heroin,Large decrease (>10%),,,
280,Africa,West and Central Africa,Senegal,SEN,2019,Opioids,Pharmaceutical opioids,Small increase (5-10%),,,
281,Africa,West and Central Africa,Senegal,SEN,2019,Cocaine-type,,Small decrease (5-10%),,,
282,Africa,West and Central Africa,Senegal,SEN,2019,Cocaine-type,Cocaine salts,Stable situation (+-5%),,,
283,Africa,West and Central Africa,Senegal,SEN,2019,Cocaine-type,Crack,Small decrease (5-10%),,,
284,Africa,West and Central Africa,Senegal,SEN,2019,Sedatives and Tranquillizers,,Small increase (5-10%),,,
285,Africa,West and Central Africa,Senegal,SEN,2019,Sedatives and Tranquillizers,Benzodiazepines,Small increase (5-10%),,,
286,Africa,West and Central Africa,Senegal,SEN,2019,Sedatives and Tranquillizers,Barbiturates,Small increase (5-10%),,,
287,Africa,West and Central Africa,Senegal,SEN,2019,Solvents and Inhallants,Solvents and inhalants,Stable situation (+-5%),,,
288,Africa,West and Central Africa,Togo,TGO,2020,Any drug,Any drug,Stable situation (+-5%),Stable situation (+-5%),,
289,Africa,West and Central Africa,Togo,TGO,2020,Cannabis-type drugs,Cannabis herb (marijuana),Stable situation (+-5%),Stable situation (+-5%),,
290,Africa,West and Central Africa,Togo,TGO,2019,Cannabis-type,,Small increase (5-10%),,,
291,Africa,West and Central Africa,Togo,TGO,2019,Cannabis-type,Marijuana (herb),Small increase (5-10%),,,
292,Africa,West and Central Africa,Togo,TGO,2019,Cannabis-type,Hashish (resin),Small increase (5-10%),,,
293,Africa,West and Central Africa,Togo,TGO,2019,Cannabis-type,Other types of cannabis,Not known,,,
294,Africa,West and Central Africa,Togo,TGO,2019,Opioids,,Small increase (5-10%),,,
295,Africa,West and Central Africa,Togo,TGO,2019,Opioids,Heroin,Small increase (5-10%),,,
296,Africa,West and Central Africa,Togo,TGO,2019,Opioids,Other illicit opioids,Small increase (5-10%),,,
297,Africa,West and Central Africa,Togo,TGO,2019,Cocaine-type,,Small increase (5-10%),,,
298,Africa,West and Central Africa,Togo,TGO,2019,Cocaine-type,Crack,Small increase (5-10%),,,
299,Africa,West and Central Africa,Togo,TGO,2019,ATS,,Small increase (5-10%),,,
300,Africa,West and Central Africa,Togo,TGO,2019,ATS,Amphetamine,Small increase (5-10%),,,
301,Africa,West and Central Africa,Togo,TGO,2019,ATS,Other stimulants,Small increase (5-10%),,,
302,Africa,West and Central Africa,Togo,TGO,2019,Sedatives and Tranquillizers,,Small decrease (5-10%),,,
303,Africa,West and Central Africa,Togo,TGO,2019,Sedatives and Tranquillizers,Benzodiazepines,Small decrease (5-10%),,,
304,Americas,Caribbean,Bahamas (the),BHS,2020,"Opioids, including opiates and synthetic opioids",Tramadol,,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
305,Americas,Caribbean,Bahamas (the),BHS,2020,"Opioids, including opiates and synthetic opioids",Other opioids,,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
306,Americas,Caribbean,Bahamas (the),BHS,2020,Any drug,Any drug,Stable situation (+-5%),Small decrease (5-10%),Stable situation (+-5%),Stable situation (+-5%)
307,Americas,Caribbean,Bahamas (the),BHS,2020,Cannabis-type drugs,Cannabis-type drugs,,Small decrease (5-10%),Stable situation (+-5%),Stable situation (+-5%)
308,Americas,Caribbean,Bahamas (the),BHS,2020,Cannabis-type drugs,Cannabis herb (marijuana),,Small decrease (5-10%),Stable situation (+-5%),Stable situation (+-5%)
309,Americas,Caribbean,Bahamas (the),BHS,2020,Cannabis-type drugs,Other types of cannabis products excluding synthetic cannabinoids,,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%)
310,Americas,Caribbean,Bahamas (the),BHS,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
311,Americas,Caribbean,Bahamas (the),BHS,2020,"Opioids, including opiates and synthetic opioids",Opiates,,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
312,Americas,Caribbean,Bahamas (the),BHS,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
313,Americas,Caribbean,Bahamas (the),BHS,2020,"Opioids, including opiates and synthetic opioids",Codeine,,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
314,Americas,Caribbean,Bahamas (the),BHS,2020,Cocaine-type drugs,Cocaine-type drugs,,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
315,Americas,Caribbean,Bahamas (the),BHS,2020,Cocaine-type drugs,Cocaine hydrochloride,,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
316,Americas,Caribbean,Bahamas (the),BHS,2020,Cocaine-type drugs,"“Crack” cocaine, freebase cocaine",,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
317,Americas,Caribbean,Bahamas (the),BHS,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
